,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,3294015908.2514086,0,0.0,0.0,1.752409276429574
1,3323461472.8886294,0,0.0,0.0,1.7720485082934352
2,3377896952.514397,0,0.0,0.0,1.8193471485854382
3,3292725802.5818057,0,0.0,0.0,1.751953929070088
4,3292726374.880225,0,0.0,0.0,1.7519541791372901
5,3294015908.2514086,0,0.0,0.0,1.752409276429574
6,3294015908.2514086,0,0.0,0.0,1.752409276429574
7,3294015908.2514086,0,0.0,0.0,1.752409276429574
8,3294015908.2514086,0,0.0,0.0,1.752409276429574
9,3294015908.2514086,0,0.0,0.0,1.752409276429574
10,3294015908.2514086,0,0.0,0.0,1.752409276429574
11,3294015908.2514086,0,0.0,0.0,1.752409276429574
12,3294015908.2514086,0,0.0,0.0,1.752409276429574
13,3292637001.7048073,0,0.0,0.0,1.7519226772847798
14,3294015908.2514086,0,0.0,0.0,1.752409276429574
15,3294015908.2514086,0,0.0,0.0,1.752409276429574
16,3294015908.2514086,0,0.0,0.0,1.752409276429574
17,3021809375.4159513,0,0.0,0.0,1.752409276429574
18,3294015908.2514086,0,0.0,0.0,1.752409276429574
19,2703910883.3859906,0,0.0,0.0,1.752409276429574
20,2458568621.3321,0,0.0,0.0,1.8016610227555154
21,2452364347.219272,0,0.0,0.0,1.7715267875393166
22,2491610948.703412,0,0.0,0.0,1.8432133573077427
23,2491598869.3408823,0,0.0,0.0,1.8431703989673898
24,2491597935.7322345,0,0.0,0.0,1.8431670643974616
25,2491597935.7322345,0,0.0,0.0,1.8431670643974616
26,2491866956.83324,0,0.0,0.0,1.8441279270738455
27,2491597935.7322345,0,0.0,0.0,1.8431670643974616
28,2491597935.7322345,0,0.0,0.0,1.8431670643974616
29,2463433899.621862,0,0.0,0.0,1.7880038552868418
30,2491597935.7322345,0,0.0,0.0,1.8431670643974616
31,2491597935.7322345,0,0.0,0.0,1.8431670643974616
32,2528149409.9866977,0,0.0,0.0,1.8615980285235385
33,2491597935.7322345,0,0.0,0.0,1.8431670643974616
34,2491597935.7322345,0,0.0,0.0,1.8431670643974616
35,2491597935.7322345,0,0.0,0.0,1.8431670643974616
36,2770508994.616552,0,0.0,0.0,1.8431670643974616
37,2491597935.7322345,0,0.0,0.0,1.8431670643974616
38,3096237418.935453,0,0.0,0.0,1.8431670643974616
39,2491597935.7322345,0,0.0,0.0,1.8431670643974616
40,1608393218.1708543,0,0.0,0.0,3.4618219599509774
41,1609571261.4418297,0,0.0,0.0,3.4676853423254164
42,1608393218.1708543,0,0.0,0.0,3.4618219599509774
43,1608393218.1708543,0,0.0,0.0,3.4618219599509774
44,1608393218.1708543,0,0.0,0.0,3.4618219599509774
45,1608393218.1708543,0,0.0,0.0,3.4618219599509774
46,1608393218.1708543,0,0.0,0.0,3.4618219599509774
47,1608393218.1708543,0,0.0,0.0,3.4618219599509774
48,1608393218.1708543,0,0.0,0.0,3.4618219599509774
49,1608393218.1708543,0,0.0,0.0,3.4618219599509774
50,329697074.4920851,0,0.0,0.0,0.5088314494280408
51,1608393218.1708543,0,0.0,0.0,3.4618219599509774
52,1608393218.1708543,0,0.0,0.0,3.4618219599509774
53,1608393218.1708543,0,0.0,0.0,3.4618219599509774
54,1608393218.1708543,0,0.0,0.0,3.4618219599509774
55,1608393218.1708543,0,0.0,0.0,3.4618219599509774
56,1608393218.1708543,0,0.0,0.0,3.4618219599509774
57,1608393218.1708543,0,0.0,0.0,3.4618219599509774
58,1498633059.7845726,0,0.0,0.0,3.4618219599509774
59,2100818894.1880007,0,0.0,0.0,3.4618219599509774
60,495139750.497338,0,0.0,0.0,0.5501177025318329
61,610321291.7427844,0,0.0,0.0,0.7787618084084797
62,610321291.7427844,0,0.0,0.0,0.7787618084084797
63,610321291.7427844,0,0.0,0.0,0.7787618084084797
64,618528169.6644709,0,0.0,0.0,0.7825992054257597
65,610321291.7427844,0,0.0,0.0,0.7787618084084797
66,610321291.7427844,0,0.0,0.0,0.7787618084084797
67,610321291.7427844,0,0.0,0.0,0.7787618084084797
68,610321291.7427844,0,0.0,0.0,0.7787618084084797
69,1992517056.6397634,0,0.0,0.0,3.4676853423254164
70,610321291.7427844,0,0.0,0.0,0.7787618084084797
71,610321291.7427844,0,0.0,0.0,0.7787618084084797
72,525866537.0284763,0,0.0,0.0,0.7387345671321639
73,610321291.7427844,0,0.0,0.0,0.7787618084084797
74,610321291.7427844,0,0.0,0.0,0.7787618084084797
75,610321291.7427844,0,0.0,0.0,0.7787618084084797
76,610321291.7427844,0,0.0,0.0,0.7787618084084797
77,643966186.5134221,0,0.0,0.0,0.7787618084084797
78,459377540.4259333,0,0.0,0.0,0.7787618084084797
79,610321291.7427844,0,0.0,0.0,0.7787618084084797
80,1662893641.607101,0,0.0,0.0,1.1305153660961673
81,1669366316.3519652,0,0.0,0.0,1.1361046046185233
82,1665164577.3870893,0,0.0,0.0,1.13462605785866
83,1662893641.607101,0,0.0,0.0,1.1305153660961673
84,1653552313.3318439,0,0.0,0.0,1.1140587872067793
85,1662893641.607101,0,0.0,0.0,1.1305153660961673
86,1662893641.607101,0,0.0,0.0,1.1305153660961673
87,1662893641.607101,0,0.0,0.0,1.1305153660961673
88,1662893641.607101,0,0.0,0.0,1.1305153660961673
89,1662893641.607101,0,0.0,0.0,1.1305153660961673
90,1653552313.3318439,0,0.0,0.0,1.1140587872067793
91,1662893641.607101,0,0.0,0.0,1.1305153660961673
92,1662893641.607101,0,0.0,0.0,1.1305153660961673
93,1662893641.607101,0,0.0,0.0,1.1305153660961673
94,1662893641.607101,0,0.0,0.0,1.1305153660961673
95,1662893641.607101,0,0.0,0.0,1.1305153660961673
96,2080121563.9223375,0,0.0,0.0,1.4869234071086452
97,1662893641.607101,0,0.0,0.0,1.1305153660961673
98,1662893641.607101,0,0.0,0.0,1.1305153660961673
99,1662893641.607101,0,0.0,0.0,1.1305153660961673
100,1962043555.8567538,0,0.0,0.0,1.379543426947891
101,1881566301.2147205,0,0.0,0.0,1.308681690185188
102,1983271186.940361,0,0.0,0.0,1.4002712416778271
103,2361466676.4094496,0,0.0,0.0,1.7250971001276236
104,1983271186.940361,0,0.0,0.0,1.4002712416778271
105,1983271186.940361,0,0.0,0.0,1.4002712416778271
106,1983271186.940361,0,0.0,0.0,1.4002712416778271
107,1983271186.940361,0,0.0,0.0,1.4002712416778271
108,1983271186.940361,0,0.0,0.0,1.4002712416778271
109,2011311295.2635684,0,0.0,0.0,1.4504474834063383
110,1983271186.940361,0,0.0,0.0,1.4002712416778271
111,1983271186.940361,0,0.0,0.0,1.4002712416778271
112,1983271186.940361,0,0.0,0.0,1.4002712416778271
113,1983271186.940361,0,0.0,0.0,1.4002712416778271
114,1983271186.940361,0,0.0,0.0,1.4002712416778271
115,1659910659.800038,0,0.0,0.0,1.1193548793209085
116,1983271186.940361,0,0.0,0.0,1.4002712416778271
117,1983271186.940361,0,0.0,0.0,1.4002712416778271
118,1983271186.940361,0,0.0,0.0,1.4002712416778271
119,1983271186.940361,0,0.0,0.0,1.4002712416778271
120,1205152976.2622364,0,0.0,0.0,1.112076290858326
121,972400918.2203,0,0.0,0.0,0.9056628987947262
122,1204956537.7801015,0,0.0,0.0,1.111673407881446
123,1205152976.2622364,0,0.0,0.0,1.112076290858326
124,1044765173.6348057,0,0.0,0.0,0.989812274977921
125,1218056096.8481064,0,0.0,0.0,1.12514209199933
126,1210194709.3952446,0,0.0,0.0,1.1167222376775958
127,1157721229.179332,0,0.0,0.0,1.0971581068323673
128,1205152976.2622364,0,0.0,0.0,1.112076290858326
129,1205152976.2622364,0,0.0,0.0,1.112076290858326
130,1998493882.8622878,0,0.0,0.0,3.322359450015167
131,1205152976.2622364,0,0.0,0.0,1.112076290858326
132,1205152976.2622364,0,0.0,0.0,1.112076290858326
133,1240196114.3121045,0,0.0,0.0,1.1121411259703293
134,1205152976.2622364,0,0.0,0.0,1.112076290858326
135,1205152976.2622364,0,0.0,0.0,1.112076290858326
136,342766416.8743996,0,0.0,0.0,0.301883529737343
137,1340058567.532164,0,0.0,0.0,1.112076290858326
138,1270340540.5222585,0,0.0,0.0,1.112076290858326
139,1205152976.2622364,0,0.0,0.0,1.112076290858326
140,1916607579.6919997,0,0.0,0.0,3.024489271627982
141,1629844218.0215893,0,0.0,0.0,2.589395230488512
142,1629844218.0215893,0,0.0,0.0,2.589395230488512
143,1781917826.814498,0,0.0,0.0,2.6840216966942085
144,1629844218.0215893,0,0.0,0.0,2.589395230488512
145,1629844218.0215893,0,0.0,0.0,2.589395230488512
146,1802888937.1593142,0,0.0,0.0,2.726548363798038
147,1629844218.0215893,0,0.0,0.0,2.589395230488512
148,1629844218.0215893,0,0.0,0.0,2.589395230488512
149,143971085.54237267,0,0.0,0.0,0.1310334720679528
150,1629844218.0215893,0,0.0,0.0,2.589395230488512
151,1629844218.0215893,0,0.0,0.0,2.589395230488512
152,1629844218.0215893,0,0.0,0.0,2.589395230488512
153,1629844218.0215893,0,0.0,0.0,2.589395230488512
154,1629844218.0215893,0,0.0,0.0,2.589395230488512
155,1799357787.0519655,0,0.0,0.0,2.71975353477314
156,1473376896.7917798,0,0.0,0.0,2.589395230488512
157,1554237836.8386662,0,0.0,0.0,2.589395230488512
158,1629844218.0215893,0,0.0,0.0,2.589395230488512
159,1629844218.0215893,0,0.0,0.0,2.589395230488512
160,1190593880.031458,0,0.0,0.0,2.1821585564391333
161,1245450823.3415306,0,0.0,0.0,2.253035951488761
162,1190593880.031458,0,0.0,0.0,2.1821585564391333
163,1190593880.031458,0,0.0,0.0,2.1821585564391333
164,1731742589.3259118,0,0.0,0.0,2.4890695638524214
165,1190593880.031458,0,0.0,0.0,2.1821585564391333
166,1190593880.031458,0,0.0,0.0,2.1821585564391333
167,1241447006.3041046,0,0.0,0.0,2.2327424590233744
168,1030456314.8894496,0,0.0,0.0,2.0275203994012316
169,1190593880.031458,0,0.0,0.0,2.1821585564391333
170,370593684.31090987,0,0.0,0.0,0.41052124081377517
171,1189633170.455904,0,0.0,0.0,2.181044194024575
172,1222968747.962932,0,0.0,0.0,2.216305989614152
173,1229626545.711387,0,0.0,0.0,2.241449358514283
174,1190593880.031458,0,0.0,0.0,2.1821585564391333
175,1190593880.031458,0,0.0,0.0,2.1821585564391333
176,1141692275.0798745,0,0.0,0.0,2.1311007603465466
177,1022027755.6021924,0,0.0,0.0,2.1821585564391333
178,1190593880.031458,0,0.0,0.0,2.1821585564391333
179,1289414666.652319,0,0.0,0.0,2.1821585564391333
180,866453355.400154,0,0.0,0.0,0.7655624711571093
181,814042885.9316658,0,0.0,0.0,0.7049067356300871
182,880544383.7430731,0,0.0,0.0,0.780121045334852
183,468510280.05081654,0,0.0,0.0,0.5190383641316857
184,877408345.3092215,0,0.0,0.0,0.7767350153411994
185,877408345.3092215,0,0.0,0.0,0.7767350153411994
186,913535084.3730216,0,0.0,0.0,0.827971541847863
187,877408345.3092215,0,0.0,0.0,0.7767350153411994
188,877408345.3092215,0,0.0,0.0,0.7767350153411994
