,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
1,96625224.37540138,227262678.25002208,30700000.0,1568.2211236450003,0.008211728992399024
2,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
3,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
4,0.0,227262678.25002208,30700000.0,0.0,0.0
5,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
6,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
7,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
8,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
9,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
10,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
11,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
12,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
13,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
14,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
15,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
16,98049040.6577838,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
17,109576655.10751058,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
18,88178305.06169203,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
19,86521426.20805705,227262678.25002208,30700000.0,1624.0731143497528,0.008353999392431123
20,0.0,227262678.25002208,30700000.0,0.0,0.0
21,0.0,227262678.25002208,30700000.0,0.0,0.0
22,0.0,227262678.25002208,30700000.0,0.0,0.0
23,86897826.378194,227262678.25002208,30700000.0,1568.2211236450003,0.008211728992399024
24,0.0,227262678.25002208,30700000.0,0.0,0.0
25,0.0,227262678.25002208,30700000.0,0.0,0.0
26,0.0,227262678.25002208,30700000.0,0.0,0.0
27,0.0,227262678.25002208,30700000.0,0.0,0.0
28,0.0,227262678.25002208,30700000.0,0.0,0.0
29,0.0,227262678.25002208,30700000.0,0.0,0.0
30,0.0,227262678.25002208,30700000.0,0.0,0.0
31,0.0,227262678.25002208,30700000.0,0.0,0.0
32,0.0,227262678.25002208,30700000.0,0.0,0.0
33,0.0,227262678.25002208,30700000.0,0.0,0.0
34,0.0,227262678.25002208,30700000.0,0.0,0.0
35,0.0,227262678.25002208,30700000.0,0.0,0.0
36,0.0,227262678.25002208,30700000.0,0.0,0.0
37,0.0,227262678.25002208,30700000.0,0.0,0.0
38,0.0,227262678.25002208,30700000.0,0.0,0.0
39,0.0,227262678.25002208,30700000.0,0.0,0.0
40,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
41,14752988.141936341,227262678.25002208,30700000.0,837.9322837546542,0.0030509745724660057
42,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
43,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
44,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
45,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
46,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
47,42445983.52712892,227262678.25002208,30700000.0,2748.6744301408517,0.005744680252083986
48,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
49,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
50,6485589.135403583,227262678.25002208,30700000.0,414.5736370508593,0.0009150097380654096
51,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
52,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
53,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
54,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
55,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
56,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
57,7852161.307629777,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
58,9377062.299924381,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
59,9915374.339663204,227262678.25002208,30700000.0,562.0889455332995,0.0016648267940511002
60,39959485.3942548,227262678.25002208,30700000.0,2748.6744301408517,0.005744680252083986
61,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
62,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
63,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
64,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
65,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
66,6134130.412484175,227262678.25002208,30700000.0,415.9552141190491,0.0009230700392043392
67,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
68,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
69,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
70,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
71,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
72,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
73,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
74,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
75,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
76,46149794.64293012,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
77,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
78,36579676.236251496,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
79,40116598.16443619,227262678.25002208,30700000.0,2756.298986917729,0.005789162912579375
80,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
81,9438578.948072093,227262678.25002208,30700000.0,585.8044912339537,0.0008507921799185008
82,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
83,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
84,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
85,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
86,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
87,7441064.435600172,227262678.25002208,30700000.0,393.0543157529973,0.000574434256137018
88,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
89,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
90,69886859.88224272,227262678.25002208,30700000.0,2992.164465838369,0.013996395792350676
91,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
92,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
93,7663508.285688068,227262678.25002208,30700000.0,469.2399571226041,0.000850323957199964
94,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
95,6413733.29431481,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
96,4717061.131042637,227262678.25002208,30700000.0,248.2597268668224,0.0002541705927873685
97,5062481.163858169,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
98,6774362.7018895885,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
99,6786527.029554679,227262678.25002208,30700000.0,404.67304590769044,0.0005376119118540232
100,67728026.43703349,227262678.25002208,30700000.0,3015.2498670152268,0.01420201395275964
101,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
102,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
103,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
104,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
105,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
106,75867885.82979576,227262678.25002208,30700000.0,3326.4158547175994,0.01602459700656564
107,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
108,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
109,2690434.2089871545,227262678.25002208,30700000.0,145.49384597614699,0.00032361081679651654
110,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
111,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
112,78756587.89330858,227262678.25002208,30700000.0,3488.2682215563473,0.016363703686225622
113,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
114,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
115,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
116,93790636.47937502,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
117,69516485.71814439,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
118,75888956.4188381,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
119,78558320.03878292,227262678.25002208,30700000.0,3471.9097006937463,0.016348207823362156
